img_path;description;label_id;label;split
fake/fake149.jpeg;Giày Adidas Samba giả - hình 106;0;fake;train
fake/fake15.jpg;Giày Adidas Samba giả - hình 107;0;fake;train
fake/fake150.jpeg;Giày Adidas Samba giả - hình 108;0;fake;test
fake/fake151.jpeg;Giày Adidas Samba giả - hình 109;0;fake;val
fake/fake152.jpg;Giày Adidas Samba giả - hình 110;0;fake;train
fake/fake153.jpeg;Giày Adidas Samba giả - hình 111;0;fake;train
fake/fake154.jpeg;Giày Adidas Samba giả - hình 112;0;fake;test
fake/fake155.jpeg;Giày Adidas Samba giả - hình 113;0;fake;test
fake/fake156.jpeg;Giày Adidas Samba giả - hình 114;0;fake;train
fake/fake157.jpeg;Giày Adidas Samba giả - hình 115;0;fake;train
fake/fake158.jpeg;Giày Adidas Samba giả - hình 116;0;fake;train
fake/fake159.jpeg;Giày Adidas Samba giả - hình 117;0;fake;train
fake/fake16.jpg;Giày Adidas Samba giả - hình 118;0;fake;val
fake/fake160.jpeg;Giày Adidas Samba giả - hình 119;0;fake;train
fake/fake161.jpeg;Giày Adidas Samba giả - hình 120;0;fake;val
fake/fake162.jpeg;Giày Adidas Samba giả - hình 121;0;fake;train
fake/fake163.jpeg;Giày Adidas Samba giả - hình 122;0;fake;val
fake/fake164.jpeg;Giày Adidas Samba giả - hình 123;0;fake;val
fake/fake165.jpeg;Giày Adidas Samba giả - hình 124;0;fake;train
fake/fake166.jpg;Giày Adidas Samba giả - hình 125;0;fake;val
fake/fake167.jpeg;Giày Adidas Samba giả - hình 126;0;fake;val
fake/fake168.jpeg;Giày Adidas Samba giả - hình 127;0;fake;train
fake/fake169.jpeg;Giày Adidas Samba giả - hình 128;0;fake;train
fake/fake17.jpg;Giày Adidas Samba giả - hình 129;0;fake;val
fake/fake170.jpeg;Giày Adidas Samba giả - hình 130;0;fake;test
fake/fake171.jpeg;Giày Adidas Samba giả - hình 131;0;fake;val
fake/fake18.jpg;Giày Adidas Samba giả - hình 132;0;fake;train
fake/fake19.jpg;Giày Adidas Samba giả - hình 133;0;fake;train
fake/fake2.jpg;Giày Adidas Samba giả - hình 134;0;fake;train
fake/fake20.jpg;Giày Adidas Samba giả - hình 135;0;fake;train
fake/fake21.jpg;Giày Adidas Samba giả - hình 136;0;fake;test
fake/fake22.jpg;Giày Adidas Samba giả - hình 137;0;fake;train
fake/fake23.jpg;Giày Adidas Samba giả - hình 138;0;fake;train
fake/fake24.jpg;Giày Adidas Samba giả - hình 139;0;fake;val
fake/fake25.jpg;Giày Adidas Samba giả - hình 140;0;fake;val
fake/fake26.jpg;Giày Adidas Samba giả - hình 141;0;fake;test
fake/fake27.jpg;Giày Adidas Samba giả - hình 142;0;fake;val
fake/fake28.jpg;Giày Adidas Samba giả - hình 143;0;fake;val
fake/fake29.jpg;Giày Adidas Samba giả - hình 144;0;fake;train
fake/fake3.jpg;Giày Adidas Samba giả - hình 145;0;fake;val
fake/fake30.jpg;Giày Adidas Samba giả - hình 146;0;fake;train
fake/fake31.jpg;Giày Adidas Samba giả - hình 147;0;fake;train
fake/fake32.jpg;Giày Adidas Samba giả - hình 148;0;fake;val
fake/fake33.jpg;Giày Adidas Samba giả - hình 149;0;fake;train
fake/fake34.jpg;Giày Adidas Samba giả - hình 150;0;fake;train
fake/fake35.jpg;Giày Adidas Samba giả - hình 151;0;fake;train
fake/fake36.jpg;Giày Adidas Samba giả - hình 152;0;fake;train
fake/fake37.jpg;Giày Adidas Samba giả - hình 153;0;fake;test
fake/fake38.jpg;Giày Adidas Samba giả - hình 154;0;fake;train
fake/fake39.jpg;Giày Adidas Samba giả - hình 155;0;fake;train
fake/fake4.jpg;Giày Adidas Samba giả - hình 156;0;fake;train
fake/fake40.jpg;Giày Adidas Samba giả - hình 157;0;fake;val
fake/fake41.jpg;Giày Adidas Samba giả - hình 158;0;fake;train
fake/fake42.PNG;Giày Adidas Samba giả - hình 159;0;fake;train
fake/fake43.jpg;Giày Adidas Samba giả - hình 160;0;fake;train
fake/fake44.jpg;Giày Adidas Samba giả - hình 161;0;fake;train
fake/fake45.jpg;Giày Adidas Samba giả - hình 162;0;fake;test
fake/fake46.jpg;Giày Adidas Samba giả - hình 163;0;fake;train
fake/fake47.jpg;Giày Adidas Samba giả - hình 164;0;fake;train
fake/fake48.jpg;Giày Adidas Samba giả - hình 165;0;fake;train
fake/fake49.jpg;Giày Adidas Samba giả - hình 166;0;fake;train
fake/fake5.jpg;Giày Adidas Samba giả - hình 167;0;fake;test
fake/fake50.jpg;Giày Adidas Samba giả - hình 168;0;fake;train
fake/fake51.jpg;Giày Adidas Samba giả - hình 169;0;fake;train
fake/fake52.jpg;Giày Adidas Samba giả - hình 170;0;fake;train
fake/fake53.jpg;Giày Adidas Samba giả - hình 171;0;fake;val
fake/fake54.jpg;Giày Adidas Samba giả - hình 172;0;fake;val
fake/fake55.jpg;Giày Adidas Samba giả - hình 173;0;fake;test
fake/fake56.jpg;Giày Adidas Samba giả - hình 174;0;fake;train
fake/fake57.jpg;Giày Adidas Samba giả - hình 175;0;fake;train
fake/fake58.jpg;Giày Adidas Samba giả - hình 176;0;fake;test
fake/fake59.jpg;Giày Adidas Samba giả - hình 177;0;fake;val
fake/fake6.jpg;Giày Adidas Samba giả - hình 178;0;fake;train
fake/fake60.jpg;Giày Adidas Samba giả - hình 179;0;fake;test
fake/fake61.jpg;Giày Adidas Samba giả - hình 180;0;fake;train
fake/fake62.jpg;Giày Adidas Samba giả - hình 181;0;fake;train
fake/fake63.jpg;Giày Adidas Samba giả - hình 182;0;fake;train
fake/fake64.jpg;Giày Adidas Samba giả - hình 183;0;fake;test
fake/fake65.jpg;Giày Adidas Samba giả - hình 184;0;fake;train
fake/fake66.jpg;Giày Adidas Samba giả - hình 185;0;fake;train
fake/fake67.jpg;Giày Adidas Samba giả - hình 186;0;fake;train
fake/fake68.jpg;Giày Adidas Samba giả - hình 187;0;fake;train
fake/fake69.jpg;Giày Adidas Samba giả - hình 188;0;fake;train
fake/fake7.jpg;Giày Adidas Samba giả - hình 189;0;fake;train
fake/fake70.jpg;Giày Adidas Samba giả - hình 190;0;fake;train
fake/fake71.jpg;Giày Adidas Samba giả - hình 191;0;fake;train
fake/fake72.jpg;Giày Adidas Samba giả - hình 192;0;fake;train
fake/fake73.jpg;Giày Adidas Samba giả - hình 193;0;fake;train
fake/fake74.jpg;Giày Adidas Samba giả - hình 194;0;fake;train
fake/fake75.jpg;Giày Adidas Samba giả - hình 195;0;fake;train
fake/fake76.PNG;Giày Adidas Samba giả - hình 196;0;fake;train
fake/fake77.jpg;Giày Adidas Samba giả - hình 197;0;fake;val
fake/fake78.jpg;Giày Adidas Samba giả - hình 198;0;fake;train
fake/fake79.jpg;Giày Adidas Samba giả - hình 199;0;fake;train
fake/fake8.jpg;Giày Adidas Samba giả - hình 200;0;fake;train
fake/fake80.jpg;Giày Adidas Samba giả - hình 201;0;fake;train
fake/fake81.jpg;Giày Adidas Samba giả - hình 202;0;fake;test
fake/fake82.jpg;Giày Adidas Samba giả - hình 203;0;fake;train
fake/fake83.jpg;Giày Adidas Samba giả - hình 204;0;fake;train
fake/fake84.jpg;Giày Adidas Samba giả - hình 205;0;fake;val
fake/fake85.jpg;Giày Adidas Samba giả - hình 206;0;fake;train
fake/fake86.jpg;Giày Adidas Samba giả - hình 207;0;fake;train
fake/fake87.jpg;Giày Adidas Samba giả - hình 208;0;fake;test
fake/fake88.jpg;Giày Adidas Samba giả - hình 209;0;fake;test
fake/fake89.jpg;Giày Adidas Samba giả - hình 210;0;fake;train
fake/fake9.jpg;Giày Adidas Samba giả - hình 211;0;fake;train
fake/fake90.jpg;Giày Adidas Samba giả - hình 212;0;fake;train
fake/fake91.jpg;Giày Adidas Samba giả - hình 213;0;fake;test
fake/fake92.jpg;Giày Adidas Samba giả - hình 214;0;fake;train
fake/fake93.jpg;Giày Adidas Samba giả - hình 215;0;fake;val
fake/fake94.jpg;Giày Adidas Samba giả - hình 216;0;fake;train
fake/fake95.jpg;Giày Adidas Samba giả - hình 217;0;fake;train
fake/fake96.jpg;Giày Adidas Samba giả - hình 218;0;fake;train
fake/fake97.jpg;Giày Adidas Samba giả - hình 219;0;fake;val
fake/fake98.jpg;Giày Adidas Samba giả - hình 220;0;fake;train
fake/fake99.jpg;Giày Adidas Samba giả - hình 221;0;fake;train
real/00010.jpg;Giày Adidas Samba thật - hình 1;1;real;test
real/00011.jpg;Giày Adidas Samba thật - hình 2;1;real;test
real/00012.jpg;Giày Adidas Samba thật - hình 3;1;real;train
real/00013.jpg;Giày Adidas Samba thật - hình 4;1;real;train
real/00014.jpg;Giày Adidas Samba thật - hình 5;1;real;train
real/00015.jpg;Giày Adidas Samba thật - hình 6;1;real;train
real/00016.jpg;Giày Adidas Samba thật - hình 7;1;real;val
real/00017.jpg;Giày Adidas Samba thật - hình 8;1;real;test
real/00018.jpg;Giày Adidas Samba thật - hình 9;1;real;train
real/00020.jpg;Giày Adidas Samba thật - hình 10;1;real;train
real/00021.jpg;Giày Adidas Samba thật - hình 11;1;real;train
real/00022.jpg;Giày Adidas Samba thật - hình 12;1;real;test
real/00023.jpg;Giày Adidas Samba thật - hình 13;1;real;train
real/00024.jpg;Giày Adidas Samba thật - hình 14;1;real;train
real/00025.jpg;Giày Adidas Samba thật - hình 15;1;real;train
real/00026.jpg;Giày Adidas Samba thật - hình 16;1;real;train
real/00027.jpg;Giày Adidas Samba thật - hình 17;1;real;train
real/00028.jpg;Giày Adidas Samba thật - hình 18;1;real;train
real/00030.jpg;Giày Adidas Samba thật - hình 19;1;real;train
real/00031.jpg;Giày Adidas Samba thật - hình 20;1;real;train
real/00032.jpg;Giày Adidas Samba thật - hình 21;1;real;train
real/00033.jpg;Giày Adidas Samba thật - hình 22;1;real;train
real/00034.jpg;Giày Adidas Samba thật - hình 23;1;real;train
real/00035.jpg;Giày Adidas Samba thật - hình 24;1;real;test
real/00036.jpg;Giày Adidas Samba thật - hình 25;1;real;val
real/00037.jpg;Giày Adidas Samba thật - hình 26;1;real;val
real/00038.jpg;Giày Adidas Samba thật - hình 27;1;real;train
real/00039.jpg;Giày Adidas Samba thật - hình 28;1;real;train
real/00040.jpg;Giày Adidas Samba thật - hình 29;1;real;train
real/00041.jpg;Giày Adidas Samba thật - hình 30;1;real;train
real/00042.jpg;Giày Adidas Samba thật - hình 31;1;real;val
real/00043.jpg;Giày Adidas Samba thật - hình 32;1;real;train
real/00044.jpg;Giày Adidas Samba thật - hình 33;1;real;val
real/00045.jpg;Giày Adidas Samba thật - hình 34;1;real;train
real/00046.jpg;Giày Adidas Samba thật - hình 35;1;real;train
real/00047.jpg;Giày Adidas Samba thật - hình 36;1;real;train
real/00050.jpg;Giày Adidas Samba thật - hình 37;1;real;train
real/00051.jpg;Giày Adidas Samba thật - hình 38;1;real;train
real/00052.jpg;Giày Adidas Samba thật - hình 39;1;real;test
real/00053.jpg;Giày Adidas Samba thật - hình 40;1;real;train
real/00054.jpg;Giày Adidas Samba thật - hình 41;1;real;train
real/00055.jpg;Giày Adidas Samba thật - hình 42;1;real;train
real/00056.jpg;Giày Adidas Samba thật - hình 43;1;real;train
real/00057.jpg;Giày Adidas Samba thật - hình 44;1;real;train
real/00060.jpg;Giày Adidas Samba thật - hình 45;1;real;train
real/00061.jpg;Giày Adidas Samba thật - hình 46;1;real;train
real/00062.jpg;Giày Adidas Samba thật - hình 47;1;real;train
real/00063.jpg;Giày Adidas Samba thật - hình 48;1;real;train
real/00064.jpg;Giày Adidas Samba thật - hình 49;1;real;val
real/00065.jpg;Giày Adidas Samba thật - hình 50;1;real;val
real/00066.jpg;Giày Adidas Samba thật - hình 51;1;real;train
real/00067.jpg;Giày Adidas Samba thật - hình 52;1;real;train
real/00068.jpg;Giày Adidas Samba thật - hình 53;1;real;val
real/00069.jpg;Giày Adidas Samba thật - hình 54;1;real;train
real/00070.jpg;Giày Adidas Samba thật - hình 55;1;real;train
real/00071.jpg;Giày Adidas Samba thật - hình 56;1;real;val
real/00072.jpg;Giày Adidas Samba thật - hình 57;1;real;val
real/00073.jpg;Giày Adidas Samba thật - hình 58;1;real;test
real/00074.jpg;Giày Adidas Samba thật - hình 59;1;real;train
real/00075.jpg;Giày Adidas Samba thật - hình 60;1;real;train
real/00076.jpg;Giày Adidas Samba thật - hình 61;1;real;train
real/00077.jpg;Giày Adidas Samba thật - hình 62;1;real;train
real/00078.jpg;Giày Adidas Samba thật - hình 63;1;real;train
real/00079.jpg;Giày Adidas Samba thật - hình 64;1;real;train
real/00080.jpg;Giày Adidas Samba thật - hình 65;1;real;train
real/00081.jpg;Giày Adidas Samba thật - hình 66;1;real;train
real/00082.jpg;Giày Adidas Samba thật - hình 67;1;real;test
real/00083.jpg;Giày Adidas Samba thật - hình 68;1;real;val
real/00084.jpg;Giày Adidas Samba thật - hình 69;1;real;train
real/00085.jpg;Giày Adidas Samba thật - hình 70;1;real;train
real/00086.jpg;Giày Adidas Samba thật - hình 71;1;real;train
real/00087.jpg;Giày Adidas Samba thật - hình 72;1;real;val
real/00088.jpg;Giày Adidas Samba thật - hình 73;1;real;train
real/00089.jpg;Giày Adidas Samba thật - hình 74;1;real;train
real/00090.jpg;Giày Adidas Samba thật - hình 75;1;real;val
real/00091.jpg;Giày Adidas Samba thật - hình 76;1;real;test
real/00092.jpg;Giày Adidas Samba thật - hình 77;1;real;train
real/00093.jpg;Giày Adidas Samba thật - hình 78;1;real;train
real/00094.jpg;Giày Adidas Samba thật - hình 79;1;real;train
real/00095.jpg;Giày Adidas Samba thật - hình 80;1;real;test
real/00096.jpg;Giày Adidas Samba thật - hình 81;1;real;train
real/00097.jpg;Giày Adidas Samba thật - hình 82;1;real;train
real/00098.jpg;Giày Adidas Samba thật - hình 83;1;real;train
real/00100.jpg;Giày Adidas Samba thật - hình 84;1;real;train
real/00101.jpg;Giày Adidas Samba thật - hình 85;1;real;train
real/00102.jpg;Giày Adidas Samba thật - hình 86;1;real;val
real/00103.jpg;Giày Adidas Samba thật - hình 87;1;real;train
real/00104.jpg;Giày Adidas Samba thật - hình 88;1;real;train
real/00105.jpg;Giày Adidas Samba thật - hình 89;1;real;train
real/00106.jpg;Giày Adidas Samba thật - hình 90;1;real;train
real/00107.jpg;Giày Adidas Samba thật - hình 91;1;real;train
real/00108.jpg;Giày Adidas Samba thật - hình 92;1;real;test
real/00109.jpg;Giày Adidas Samba thật - hình 93;1;real;test
real/00110.jpg;Giày Adidas Samba thật - hình 94;1;real;train
real/00111.jpg;Giày Adidas Samba thật - hình 95;1;real;train
real/00112.jpg;Giày Adidas Samba thật - hình 96;1;real;train
real/00113.jpg;Giày Adidas Samba thật - hình 97;1;real;train
real/00114.jpg;Giày Adidas Samba thật - hình 98;1;real;train
real/00115.jpg;Giày Adidas Samba thật - hình 99;1;real;test
real/00116.jpg;Giày Adidas Samba thật - hình 100;1;real;train
real/00117.jpg;Giày Adidas Samba thật - hình 101;1;real;train
real/00118.jpg;Giày Adidas Samba thật - hình 102;1;real;val
real/00119.jpg;Giày Adidas Samba thật - hình 103;1;real;val
real/00120.jpg;Giày Adidas Samba thật - hình 104;1;real;train
real/00121.jpg;Giày Adidas Samba thật - hình 105;1;real;train
real/00122.jpg;Giày Adidas Samba thật - hình 106;1;real;train
real/00123.jpg;Giày Adidas Samba thật - hình 107;1;real;train
real/00124.jpg;Giày Adidas Samba thật - hình 108;1;real;train
real/00125.jpg;Giày Adidas Samba thật - hình 109;1;real;train
real/00126.jpg;Giày Adidas Samba thật - hình 110;1;real;train
real/00127.jpg;Giày Adidas Samba thật - hình 111;1;real;train
real/00129.jpg;Giày Adidas Samba thật - hình 112;1;real;val
real/00130.jpg;Giày Adidas Samba thật - hình 113;1;real;train
real/00131.jpg;Giày Adidas Samba thật - hình 114;1;real;train
real/00132.jpg;Giày Adidas Samba thật - hình 115;1;real;train
real/00133.jpg;Giày Adidas Samba thật - hình 116;1;real;train
real/00134.jpg;Giày Adidas Samba thật - hình 117;1;real;train
real/00135.jpg;Giày Adidas Samba thật - hình 118;1;real;train
real/00136.jpg;Giày Adidas Samba thật - hình 119;1;real;train
real/00137.jpg;Giày Adidas Samba thật - hình 120;1;real;train
real/00138.jpg;Giày Adidas Samba thật - hình 121;1;real;train
real/00140.jpg;Giày Adidas Samba thật - hình 122;1;real;test
real/00141.jpg;Giày Adidas Samba thật - hình 123;1;real;train
real/00142.jpg;Giày Adidas Samba thật - hình 124;1;real;train
real/00143.jpg;Giày Adidas Samba thật - hình 125;1;real;train
real/00144.jpg;Giày Adidas Samba thật - hình 126;1;real;train
real/00145.jpg;Giày Adidas Samba thật - hình 127;1;real;val
real/00146.jpg;Giày Adidas Samba thật - hình 128;1;real;train
real/00147.jpg;Giày Adidas Samba thật - hình 129;1;real;train
real/00148.jpg;Giày Adidas Samba thật - hình 130;1;real;train
real/00149.jpg;Giày Adidas Samba thật - hình 131;1;real;train
real/00150.jpg;Giày Adidas Samba thật - hình 132;1;real;test
real/00151.jpg;Giày Adidas Samba thật - hình 133;1;real;train
real/00152.jpg;Giày Adidas Samba thật - hình 134;1;real;val
real/00153.jpg;Giày Adidas Samba thật - hình 135;1;real;train
real/00154.jpg;Giày Adidas Samba thật - hình 136;1;real;train
real/00155.jpg;Giày Adidas Samba thật - hình 137;1;real;train
real/00156.jpg;Giày Adidas Samba thật - hình 138;1;real;train
real/00157.jpg;Giày Adidas Samba thật - hình 139;1;real;train
real/00158.jpg;Giày Adidas Samba thật - hình 140;1;real;test
real/00160.jpg;Giày Adidas Samba thật - hình 141;1;real;train
real/00161.jpg;Giày Adidas Samba thật - hình 142;1;real;test
real/00162.jpg;Giày Adidas Samba thật - hình 143;1;real;test
real/00163.jpg;Giày Adidas Samba thật - hình 144;1;real;test
real/00164.jpg;Giày Adidas Samba thật - hình 145;1;real;train
real/00165.jpg;Giày Adidas Samba thật - hình 146;1;real;test
real/00166.jpg;Giày Adidas Samba thật - hình 147;1;real;train
real/00167.jpg;Giày Adidas Samba thật - hình 148;1;real;train
real/00168.jpg;Giày Adidas Samba thật - hình 149;1;real;test
real/00170.jpg;Giày Adidas Samba thật - hình 150;1;real;train
real/00171.jpg;Giày Adidas Samba thật - hình 151;1;real;test
real/00172.jpg;Giày Adidas Samba thật - hình 152;1;real;train
real/00173.jpg;Giày Adidas Samba thật - hình 153;1;real;train
real/00174.jpg;Giày Adidas Samba thật - hình 154;1;real;train
real/00175.jpg;Giày Adidas Samba thật - hình 155;1;real;val
real/00176.jpg;Giày Adidas Samba thật - hình 156;1;real;test
real/00177.jpg;Giày Adidas Samba thật - hình 157;1;real;test
real/00180.jpg;Giày Adidas Samba thật - hình 158;1;real;train
real/00181.jpg;Giày Adidas Samba thật - hình 159;1;real;train
real/00182.jpg;Giày Adidas Samba thật - hình 160;1;real;train
real/00183.jpg;Giày Adidas Samba thật - hình 161;1;real;train
real/00184.jpg;Giày Adidas Samba thật - hình 162;1;real;train
real/00185.jpg;Giày Adidas Samba thật - hình 163;1;real;val
real/00186.jpg;Giày Adidas Samba thật - hình 164;1;real;train
real/00187.jpg;Giày Adidas Samba thật - hình 165;1;real;train
real/00188.jpg;Giày Adidas Samba thật - hình 166;1;real;train
real/00190.jpg;Giày Adidas Samba thật - hình 167;1;real;train
real/00191.jpg;Giày Adidas Samba thật - hình 168;1;real;train
real/00192.jpg;Giày Adidas Samba thật - hình 169;1;real;val
real/00193.jpg;Giày Adidas Samba thật - hình 170;1;real;train
real/00194.jpg;Giày Adidas Samba thật - hình 171;1;real;train
real/00195.jpg;Giày Adidas Samba thật - hình 172;1;real;train
real/00196.jpg;Giày Adidas Samba thật - hình 173;1;real;val
real/00197.jpg;Giày Adidas Samba thật - hình 174;1;real;train
